2015-09-01T02:00:00, Slot A, heavy traffic, other, Slot B
2015-09-02T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, won`t start, other, heavy traffic
2019-01-22T01:00:00, Slot A, heavy traffic, mechanical problem, won`t start, Slot B, heavy traffic, other, mechanical problem
2019-01-23T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2019-01-24T01:00:00, Slot A, heavy traffic, weather conditions, other, Slot B, heavy traffic, other, mechanical problem
2019-01-25T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2019-01-28T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-01-29T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-01-30T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, late return from field trip
2019-01-31T01:00:00, Slot A, heavy traffic, weather conditions, won`t start, Slot B, heavy traffic, mechanical problem, won`t start
2019-02-01T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2019-02-04T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, late return from field trip
2019-02-05T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, mechanical problem, heavy traffic,
2019-02-06T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2019-02-07T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-02-08T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-02-11T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-02-12T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, weather conditions, mechanical problem
2019-02-13T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2019-02-14T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-02-15T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2019-02-19T01:00:00, Slot A, heavy traffic, other, Slot B, flat tire,
2019-02-20T01:00:00, Slot A, flat tire, heavy traffic, other, Slot B, heavy traffic, other, accident
2019-02-21T01:00:00, Slot A, heavy traffic, won`t start, Slot B, mechanical problem, other, heavy traffic,
2019-02-22T01:00:00, Slot A, other, heavy traffic, mechanical problem, Slot B, other, heavy traffic,
2019-02-25T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-02-26T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2019-02-27T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-02-28T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-03-01T01:00:00, Slot A, heavy traffic, weather conditions, other, Slot B, heavy traffic, other, mechanical problem
2019-03-05T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-03-06T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2019-03-07T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2019-03-08T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-03-11T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2019-03-12T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-03-13T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-03-14T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, other
2019-03-15T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-03-18T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-03-19T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-03-20T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-03-21T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2019-03-22T01:00:00, Slot A, heavy traffic, other, weather conditions, Slot B, heavy traffic, other, late return from field trip
2019-03-25T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-03-26T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-03-27T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-03-28T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-03-29T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2019-04-01T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-04-02T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2019-04-03T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2019-04-04T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-04-05T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-04-08T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-04-09T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-04-10T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-04-11T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-04-12T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, other, heavy traffic,
2019-04-15T02:00:00, Slot A, heavy traffic, other, weather conditions, Slot B, other, flat tire,
2019-04-16T02:00:00, Slot A, heavy traffic, other, flat tire, Slot B, other, heavy traffic, flat tire
2019-04-17T02:00:00, Slot A, other, heavy traffic, flat tire, Slot B, other
2019-04-18T02:00:00, Slot A, heavy traffic, Slot B, heavy traffic
2019-04-22T02:00:00, Slot A, heavy traffic, Slot B,
2019-04-24T02:00:00, Slot A, other, Slot B,
2019-04-29T02:00:00, Slot A, heavy traffic, Slot B,
2019-04-30T02:00:00, Slot A, heavy traffic, other, Slot B, heavy traffic,
2019-05-01T02:00:00, Slot A, heavy traffic, other, Slot B, heavy traffic, won`t start, late return from field trip,
2019-05-02T02:00:00, Slot A, heavy traffic, other, Slot B, flat tire, mechanical problem
2019-05-03T02:00:00, Slot A, heavy traffic, other, flat tire, Slot B, mechanical problem
2019-05-06T02:00:00, Slot A, heavy traffic, other, won`t start, Slot B, heavy traffic, other, won`t start
2019-05-07T02:00:00, Slot A, heavy traffic, won`t start, Slot B, mechanical problem,
2019-05-08T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, won`t start, flat tire, other
2019-05-09T02:00:00, Slot A, heavy traffic, problem run, other, Slot B, accident, heavy traffic, flat tire
2019-05-10T02:00:00, Slot A, heavy traffic, other, flat tire, Slot B, flat tire
2019-05-13T02:00:00, Slot A, heavy traffic, other, flat tire, Slot B, heavy traffic, mechanical problem,
2019-05-14T02:00:00, Slot A, other, mechanical problem, heavy traffic, Slot B, other
2019-05-15T02:00:00, Slot A, flat tire, heavy traffic, other, Slot B, other
2019-05-16T02:00:00, Slot A, heavy traffic, other, accident, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-05-17T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2019-05-20T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-05-21T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-05-22T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-05-23T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-05-24T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, delayed by school
2019-05-28T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-05-29T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2019-05-30T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-05-31T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-06-03T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-06-04T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, won`t start
2019-06-05T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-06-06T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2019-06-07T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2019-06-10T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-06-11T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-06-12T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2019-06-13T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-06-14T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2019-06-17T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-06-18T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-06-19T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2019-06-20T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-06-21T02:00:00, Slot A, heavy traffic, other, weather conditions, Slot B, heavy traffic, other, mechanical problem
2019-06-24T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-06-25T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-06-26T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, won`t start, delayed by school
2019-06-27T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, other, heavy traffic,
2019-09-03T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-09-04T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2019-09-05T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-09-06T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-09-09T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-09-10T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, other
2019-09-11T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, other
2019-09-12T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2019-09-13T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, other
2019-09-16T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic
2019-09-17T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-09-18T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, other
2019-09-19T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, other
2019-09-20T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, other, mechanical problem
2019-09-23T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-09-24T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, other
2019-09-25T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, other
2019-09-26T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, other
2019-09-27T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, other
2019-09-30T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, won`t start, flat tire
2019-10-01T02:00:00, Slot A, heavy traffic, other, Slot B
2019-10-02T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-10-03T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-10-04T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-10-07T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-10-08T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-10-09T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, mechanical problem, heavy traffic,
2019-10-10T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-10-11T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-10-15T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-10-16T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-10-17T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, other, mechanical problem
2019-10-18T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-10-21T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-10-22T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-10-23T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-10-24T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2019-10-25T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2019-10-28T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-10-29T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-10-30T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2019-10-31T01:00:00, Slot A, heavy traffic, other, weather conditions, Slot B, heavy traffic, other, mechanical problem
2019-11-01T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-11-04T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-11-05T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, flat tire, mechanical problem
2019-11-06T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-11-07T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-11-08T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2019-11-11T01:00:00, Slot A, other, Slot B,
2019-11-12T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2019-11-13T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-11-14T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2019-11-15T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2019-11-18T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-11-19T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2019-11-20T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-11-21T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-11-22T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-11-25T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2019-11-26T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
